법정동코드_변경후	법정동명_변경후	생성일자_변경후	삭제일자_변경후	법정동코드_변경전	법정동명_변경전	생성일자_변경전	삭제일자_변경전	변경내역
3171033025	울산광역시 울주군 청량면 중리	1997-07-15	2018-04-02	4813736025	경상남도 울산시 울주구 청량면 중리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813736025 > 3171033025 | [법정동명 변경내역]: 경상남도 울산시 울주구 청량면 > 울산광역시 울주군 청량면 중리
3111011000	울산광역시 중구 유곡동	1997-07-15		4813001000	경상남도 울산시 유곡동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813001000 > 3111011000 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 중구
3111011500	울산광역시 중구 남외동	1997-07-15		4813005100	경상남도 울산시 남외동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813005100 > 3111011500 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 중구
3111011600	울산광역시 중구 장현동	1997-07-15		4813004800	경상남도 울산시 장현동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813004800 > 3111011600 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 중구
3171025025	울산광역시 울주군 온산읍 당월리	1997-07-15		4813725325	경상남도 울산시 울주구 온산읍 당월리	1996-02-01	1997-07-15	[법정동코드 변경내역] 4813725325 > 3171025025 | [법정동명 변경내역]: 경상남도 울산시 울주구 온산읍 > 울산광역시 울주군 온산읍 당월리
3117010800	울산광역시 동구 서부동	1997-07-15		4813003900	경상남도 울산시 서부동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813003900 > 3117010800 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 동구
3117010700	울산광역시 동구 동부동	1997-07-15		4813003800	경상남도 울산시 동부동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813003800 > 3117010700 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 동구
3111010500	울산광역시 중구 옥교동	1997-07-15		4813000500	경상남도 울산시 옥교동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813000500 > 3111010500 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 중구
3117010500	울산광역시 동구 미포동	1997-07-15		4813003600	경상남도 울산시 미포동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813003600 > 3117010500 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 동구
3117010300	울산광역시 동구 일산동	1997-07-15		4813003400	경상남도 울산시 일산동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813003400 > 3117010300 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 동구
3117010200	울산광역시 동구 화정동	1997-07-15		4813003300	경상남도 울산시 화정동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813003300 > 3117010200 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 동구
3117010100	울산광역시 동구 방어동	1997-07-15		4813003200	경상남도 울산시 방어동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813003200 > 3117010100 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 동구
3117000000	울산광역시 동구	1997-07-15		4813000000	경상남도 울산시	1988-04-23	1997-07-15	[법정동코드 변경내역] 4813000000 > 3117000000 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 동구
3114000000	울산광역시 남구	1997-07-15		4813000000	경상남도 울산시	1988-04-23	1997-07-15	[법정동코드 변경내역] 4813000000 > 3114000000 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 남구
3114010100	울산광역시 남구 무거동	1997-07-15		4813001300	경상남도 울산시 무거동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813001300 > 3114010100 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 남구
3114010300	울산광역시 남구 두왕동	1997-07-15		4813001500	경상남도 울산시 두왕동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813001500 > 3114010300 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 남구
3114010400	울산광역시 남구 신정동	1997-07-15		4813001600	경상남도 울산시 신정동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813001600 > 3114010400 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 남구
3114010500	울산광역시 남구 달동	1997-07-15		4813001700	경상남도 울산시 달동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813001700 > 3114010500 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 남구
3114010600	울산광역시 남구 삼산동	1997-07-15		4813001800	경상남도 울산시 삼산동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813001800 > 3114010600 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 남구
3117010400	울산광역시 동구 전하동	1997-07-15		4813003500	경상남도 울산시 전하동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813003500 > 3117010400 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 동구
3111010600	울산광역시 중구 성남동	1997-07-15		4813000600	경상남도 울산시 성남동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813000600 > 3111010600 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 중구
3114011000	울산광역시 남구 상개동	1997-07-15		4813002200	경상남도 울산시 상개동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813002200 > 3114011000 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 남구
3111010800	울산광역시 중구 우정동	1997-07-15		4813000800	경상남도 울산시 우정동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813000800 > 3111010800 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 중구
3171025026	울산광역시 울주군 온산읍 처용리	1997-07-15		4813725326	경상남도 울산시 울주구 온산읍 처용리	1996-02-01	1997-07-15	[법정동코드 변경내역] 4813725326 > 3171025026 | [법정동명 변경내역]: 경상남도 울산시 울주구 온산읍 > 울산광역시 울주군 온산읍 처용리
3114010900	울산광역시 남구 선암동	1997-07-15		4813002100	경상남도 울산시 선암동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813002100 > 3114010900 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 남구
3171033026	울산광역시 울주군 청량면 문죽리	1997-07-15	2018-04-02	4813736026	경상남도 울산시 울주구 청량면 문죽리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813736026 > 3171033026 | [법정동명 변경내역]: 경상남도 울산시 울주구 청량면 > 울산광역시 울주군 청량면 문죽리
3171038028	울산광역시 울주군 상북면 천전리	1997-07-15		4813742028	경상남도 울산시 울주구 상북면 천전리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813742028 > 3171038028 | [법정동명 변경내역]: 경상남도 울산시 울주구 상북면 > 울산광역시 울주군 상북면 천전리
3171033028	울산광역시 울주군 청량면 율리	1997-07-15	2018-04-02	4813736028	경상남도 울산시 울주구 청량면 율리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813736028 > 3171033028 | [법정동명 변경내역]: 경상남도 울산시 울주구 청량면 > 울산광역시 울주군 청량면 율리
3171032000	울산광역시 울주군 온양면	1997-07-15	2001-03-01	4813735000	경상남도 울산시 울주구 온양면	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813735000 > 3171032000 | [법정동명 변경내역]: 경상남도 울산시 울주구 > 울산광역시 울주군 온양면
3171025332	울산광역시 울주군 언양읍 남부리	1997-07-15		4813725632	경상남도 울산시 울주구 언양읍 남부리	1996-02-01	1997-07-15	[법정동코드 변경내역] 4813725632 > 3171025332 | [법정동명 변경내역]: 경상남도 울산시 울주구 언양읍 > 울산광역시 울주군 언양읍 남부리
3171031021	울산광역시 울주군 서생면 신암리	1997-07-15		4813734021	경상남도 울산시 울주구 서생면 신암리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813734021 > 3171031021 | [법정동명 변경내역]: 경상남도 울산시 울주구 서생면 > 울산광역시 울주군 서생면 신암리
3171031022	울산광역시 울주군 서생면 명산리	1997-07-15		4813734022	경상남도 울산시 울주구 서생면 명산리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813734022 > 3171031022 | [법정동명 변경내역]: 경상남도 울산시 울주구 서생면 > 울산광역시 울주군 서생면 명산리
3171031023	울산광역시 울주군 서생면 나사리	1997-07-15		4813734023	경상남도 울산시 울주구 서생면 나사리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813734023 > 3171031023 | [법정동명 변경내역]: 경상남도 울산시 울주구 서생면 > 울산광역시 울주군 서생면 나사리
3171025321	울산광역시 울주군 언양읍 반송리	1997-07-15		4813725621	경상남도 울산시 울주구 언양읍 반송리	1996-02-01	1997-07-15	[법정동코드 변경내역] 4813725621 > 3171025321 | [법정동명 변경내역]: 경상남도 울산시 울주구 언양읍 > 울산광역시 울주군 언양읍 반송리
3171025300	울산광역시 울주군 언양읍	1997-07-15		4813725600	경상남도 울산시 울주구 언양읍	1996-02-01	1997-07-15	[법정동코드 변경내역] 4813725600 > 3171025300 | [법정동명 변경내역]: 경상남도 울산시 울주구 > 울산광역시 울주군 언양읍
3171031024	울산광역시 울주군 서생면 화산리	1997-07-15		4813734024	경상남도 울산시 울주구 서생면 화산리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813734024 > 3171031024 | [법정동명 변경내역]: 경상남도 울산시 울주구 서생면 > 울산광역시 울주군 서생면 화산리
3171025322	울산광역시 울주군 언양읍 반천리	1997-07-15		4813725622	경상남도 울산시 울주구 언양읍 반천리	1996-02-01	1997-07-15	[법정동코드 변경내역] 4813725622 > 3171025322 | [법정동명 변경내역]: 경상남도 울산시 울주구 언양읍 > 울산광역시 울주군 언양읍 반천리
3171031025	울산광역시 울주군 서생면 대송리	1997-07-15		4813734025	경상남도 울산시 울주구 서생면 대송리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813734025 > 3171031025 | [법정동명 변경내역]: 경상남도 울산시 울주구 서생면 > 울산광역시 울주군 서생면 대송리
3171031027	울산광역시 울주군 서생면 서생리	1997-07-15		4813734027	경상남도 울산시 울주구 서생면 서생리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813734027 > 3171031027 | [법정동명 변경내역]: 경상남도 울산시 울주구 서생면 > 울산광역시 울주군 서생면 서생리
3171031029	울산광역시 울주군 서생면 화정리	1997-07-15		4813734029	경상남도 울산시 울주구 서생면 화정리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813734029 > 3171031029 | [법정동명 변경내역]: 경상남도 울산시 울주구 서생면 > 울산광역시 울주군 서생면 화정리
3171031000	울산광역시 울주군 서생면	1997-07-15		4813734000	경상남도 울산시 울주구 서생면	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813734000 > 3171031000 | [법정동명 변경내역]: 경상남도 울산시 울주구 > 울산광역시 울주군 서생면
3111011700	울산광역시 중구 약사동	1997-07-15		4813005200	경상남도 울산시 약사동	1988-04-23	1988-04-23	[법정동코드 변경내역] 4813005200 > 3111011700 | [법정동명 변경내역]: 경상남도 울산시 > 울산광역시 중구
3171032028	울산광역시 울주군 온양면 외광리	1997-07-15	2001-03-01	4813735028	경상남도 울산시 울주구 온양면 외광리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813735028 > 3171032028 | [법정동명 변경내역]: 경상남도 울산시 울주구 온양면 > 울산광역시 울주군 온양면 외광리
3171032026	울산광역시 울주군 온양면 삼광리	1997-07-15	2001-03-01	4813735026	경상남도 울산시 울주구 온양면 삼광리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813735026 > 3171032026 | [법정동명 변경내역]: 경상남도 울산시 울주구 온양면 > 울산광역시 울주군 온양면 삼광리
3171037024	울산광역시 울주군 두서면 미호리	1997-07-15		4813740024	경상남도 울산시 울주구 두서면 미호리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813740024 > 3171037024 | [법정동명 변경내역]: 경상남도 울산시 울주구 두서면 > 울산광역시 울주군 두서면 미호리
3171037025	울산광역시 울주군 두서면 활천리	1997-07-15		4813740025	경상남도 울산시 울주구 두서면 활천리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813740025 > 3171037025 | [법정동명 변경내역]: 경상남도 울산시 울주구 두서면 > 울산광역시 울주군 두서면 활천리
3171031026	울산광역시 울주군 서생면 용리	1997-07-15		4813734026	경상남도 울산시 울주구 서생면 용리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813734026 > 3171031026 | [법정동명 변경내역]: 경상남도 울산시 울주구 서생면 > 울산광역시 울주군 서생면 용리
3171037026	울산광역시 울주군 두서면 내와리	1997-07-15		4813740026	경상남도 울산시 울주구 두서면 내와리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813740026 > 3171037026 | [법정동명 변경내역]: 경상남도 울산시 울주구 두서면 > 울산광역시 울주군 두서면 내와리
3171025331	울산광역시 울주군 언양읍 서부리	1997-07-15		4813725631	경상남도 울산시 울주구 언양읍 서부리	1996-02-01	1997-07-15	[법정동코드 변경내역] 4813725631 > 3171025331 | [법정동명 변경내역]: 경상남도 울산시 울주구 언양읍 > 울산광역시 울주군 언양읍 서부리
3171025323	울산광역시 울주군 언양읍 반곡리	1997-07-15		4813725623	경상남도 울산시 울주구 언양읍 반곡리	1996-02-01	1997-07-15	[법정동코드 변경내역] 4813725623 > 3171025323 | [법정동명 변경내역]: 경상남도 울산시 울주구 언양읍 > 울산광역시 울주군 언양읍 반곡리
3171032022	울산광역시 울주군 온양면 대안리	1997-07-15	2001-03-01	4813735022	경상남도 울산시 울주구 온양면 대안리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813735022 > 3171032022 | [법정동명 변경내역]: 경상남도 울산시 울주구 온양면 > 울산광역시 울주군 온양면 대안리
3171032023	울산광역시 울주군 온양면 망양리	1997-07-15	2001-03-01	4813735023	경상남도 울산시 울주구 온양면 망양리	1995-01-01	1997-07-15	[법정동코드 변경내역] 4813735023 > 3171032023 | [법정동명 변경내역]: 경상남도 울산시 울주구 온양면 > 울산광역시 울주군 온양면 망양리
